Phone Number,Age,Income,Location,Policy Preference,Steps,Heart Rate,Sleep Hours,Activity Level,CIBIL Score,Savings,Browsing History,Policy Purchased,Life Stage,Financial Goal,Risk Appetite,Policy Tenure,Premium Amount
7940898184,35,880587,Dehri,Term Insurance,2871,88,8.9,High,402,178573.37627434309,Health Blogs,Term Insurance,Middle-Aged,Wealth Creation,Medium,4,24211
5509503961,26,1233241,Ratlam,ULIP,7719,94,5.7,Medium,695,355742.6060491253,Health Blogs,Term Insurance,Young Professional,Wealth Creation,Medium,3,44128
258659067,20,395239,Alwar,ULIP,9697,85,8.5,High,396,84330.13196500209,Health Blogs,None,Young Professional,Wealth Creation,Low,0,0
917253531369,38,501291,Solapur,Term Insurance,12209,71,6.9,Medium,509,81477.56741907998,Retirement Planning,None,Middle-Aged,Wealth Creation,Low,0,0
918399910710,20,1500566,Chinsurah,ULIP,7418,65,6.0,Medium,870,315475.34615698655,Retirement Planning,None,Young Professional,Wealth Creation,High,0,0
915658637729,62,1386231,Muzaffarnagar,Term Insurance,12281,74,6.2,Medium,545,340691.3933947035,Health Blogs,ULIP,Retiree,Wealth Creation,Medium,21,33288
1119476564,56,614010,Shimla,Term Insurance,5161,81,6.5,High,557,71130.13829900733,Retirement Planning,Term Insurance,Retiree,Wealth Creation,Low,26,27567
1680784091,31,980104,Sangli-Miraj & Kupwad,Term Insurance,12276,70,4.9,High,442,257355.7448813099,Fitness Tips,None,Middle-Aged,Wealth Creation,Medium,0,0
919027225393,37,1043754,Ghaziabad,Term Insurance,8574,94,5.9,Low,333,250937.7253271021,Fitness Tips,None,Middle-Aged,Wealth Creation,Medium,0,0
7754046451,28,1331167,Barasat,ULIP,11118,85,6.3,Low,466,166459.4244341239,Health Blogs,Term Insurance,Young Professional,Wealth Creation,Medium,9,37638
3588142980,53,589372,Cuttack,Term Insurance,5809,103,5.4,Low,788,93605.65169392394,Health Blogs,None,Retiree,Wealth Creation,Low,0,0
7185753004,51,1439613,Patna,Term Insurance,11700,79,7.7,Medium,543,426005.4350713375,Retirement Planning,None,Retiree,Wealth Creation,Medium,0,0
266499004,56,1585531,Mira-Bhayandar,Term Insurance,9744,82,6.0,Medium,739,383267.5412704279,Retirement Planning,ULIP,Retiree,Wealth Creation,Medium,27,34186
4390973611,38,657690,Sikar,Term Insurance,2712,89,5.6,Low,317,162110.39169068265,Fitness Tips,Term Insurance,Middle-Aged,Wealth Creation,Medium,8,13247
915595224364,30,1068398,Surat,Term Insurance,13144,97,7.5,Medium,545,228882.6584046063,Health Blogs,None,Middle-Aged,Wealth Creation,Medium,0,0
913091205243,43,1494045,Tumkur,Term Insurance,3058,80,7.7,Low,532,251197.00238551293,Fitness Tips,ULIP,Middle-Aged,Wealth Creation,Medium,1,9700
9436971607,54,1871446,Tadipatri,Term Insurance,11867,74,4.7,High,363,195782.4089888564,Health Blogs,None,Retiree,Wealth Creation,Medium,0,0
5129076867,48,789748,Jalandhar,Term Insurance,5522,108,6.6,Low,522,106473.24386124108,Health Blogs,Pension Plan,Middle-Aged,Wealth Creation,Medium,19,15866
915764115106,20,1550280,Sri Ganganagar,ULIP,12419,68,8.7,High,460,364164.4689299683,Retirement Planning,Pension Plan,Young Professional,Wealth Creation,Medium,20,24145
1045995801,33,1885058,Kishanganj,Term Insurance,2141,86,5.0,High,433,390157.7017709508,Health Blogs,Term Insurance,Middle-Aged,Wealth Creation,Medium,16,24070
912033389668,37,1193576,Chandigarh,Term Insurance,11924,67,4.6,Medium,589,164605.0287699163,Health Blogs,Term Insurance,Middle-Aged,Wealth Creation,Medium,29,9856
912274606334,21,1467237,Bihar Sharif,ULIP,12991,69,5.9,High,533,146875.0716936041,Fitness Tips,None,Young Professional,Wealth Creation,Medium,0,0
910614060185,19,849320,Aizawl,ULIP,7801,93,6.6,Medium,665,229773.34816633628,Fitness Tips,Term Insurance,Young Professional,Wealth Creation,Medium,19,21979
919808507969,25,724924,Anand,ULIP,2290,87,7.9,High,627,168491.31609037396,Retirement Planning,Pension Plan,Young Professional,Wealth Creation,Medium,4,16450
913725255390,45,515541,Ratlam,Term Insurance,10676,89,4.6,Low,497,63188.11585536671,Health Blogs,Pension Plan,Middle-Aged,Wealth Creation,Low,17,22817
4532579375,43,901357,Surendranagar Dudhrej,Term Insurance,4509,77,7.4,Low,676,137149.08322580304,Health Blogs,None,Middle-Aged,Wealth Creation,Medium,0,0
910714854204,40,389968,Singrauli,Term Insurance,10216,82,4.9,Low,457,41789.76492856673,Retirement Planning,None,Middle-Aged,Wealth Creation,Low,0,0
1831898016,52,505623,Madurai,Term Insurance,10489,81,7.0,High,872,81252.17135277555,Fitness Tips,Term Insurance,Retiree,Wealth Creation,Low,19,13894
912275307224,61,512545,Durg,Term Insurance,14944,80,5.3,Medium,447,120184.6472610948,Fitness Tips,Term Insurance,Retiree,Wealth Creation,Medium,7,40949
912879518100,18,1411153,Jorhat,ULIP,11109,82,6.3,High,377,334663.9608514323,Retirement Planning,Term Insurance,Young Professional,Wealth Creation,Medium,26,44581
3018502094,39,691835,Kulti,Term Insurance,10732,70,9.0,Medium,549,185562.9839351009,Fitness Tips,ULIP,Middle-Aged,Wealth Creation,Medium,22,40659
1482484523,24,978492,Chittoor,ULIP,6189,66,6.9,Medium,836,153864.5571942401,Health Blogs,Pension Plan,Young Professional,Wealth Creation,Medium,27,14553
1140829108,64,961757,Gandhinagar,Term Insurance,5796,89,7.8,Low,577,227162.55750922297,Retirement Planning,ULIP,Retiree,Wealth Creation,Medium,12,11333
919192928165,27,1889065,Haldia,ULIP,9079,80,6.7,Medium,854,359892.27735055215,Retirement Planning,None,Young Professional,Wealth Creation,High,0,0
914583263840,45,304482,Karaikudi,Term Insurance,6179,79,7.7,Medium,379,63047.77025298751,Fitness Tips,Term Insurance,Middle-Aged,Wealth Creation,Low,18,48825
610181457,26,1597380,Nashik,ULIP,6479,83,8.9,Low,339,206032.0096501544,Retirement Planning,None,Young Professional,Wealth Creation,Medium,0,0
1531736670,51,1819718,Madhyamgram,Term Insurance,2593,101,10.2,Low,479,442247.9758190982,Retirement Planning,None,Retiree,Wealth Creation,Medium,0,0
911951982119,55,1942482,Motihari,Term Insurance,11133,71,6.1,Low,624,298233.4932086534,Retirement Planning,Term Insurance,Retiree,Wealth Creation,Medium,10,25453
917009614725,55,1863491,Bongaigaon,Term Insurance,10434,97,3.9,Medium,699,463555.9787614044,Fitness Tips,ULIP,Retiree,Wealth Creation,Medium,2,17958
7018411944,55,1165322,Guwahati,Term Insurance,10495,108,7.1,Low,493,331497.76103733224,Fitness Tips,ULIP,Retiree,Wealth Creation,Medium,7,11934
8281042866,47,311611,Raipur,Term Insurance,4371,62,8.2,High,480,72376.56974168702,Fitness Tips,Term Insurance,Middle-Aged,Wealth Creation,Low,4,33764
8997398595,29,1402499,Nagercoil,ULIP,7517,73,6.4,Medium,778,232841.51717254336,Fitness Tips,None,Young Professional,Wealth Creation,High,0,0
915859397413,36,1615686,Bally,Term Insurance,3805,88,5.1,High,747,184469.76382848155,Health Blogs,Term Insurance,Middle-Aged,Wealth Creation,Medium,21,6278
376094144,56,1994563,Etawah,Term Insurance,2976,82,7.6,Low,816,453549.05094052886,Fitness Tips,None,Retiree,Wealth Creation,High,0,0
54456312,49,1328627,Kanpur,Term Insurance,7534,77,7.2,Medium,703,335832.81822432525,Fitness Tips,ULIP,Middle-Aged,Wealth Creation,Medium,6,8235
911377604279,52,351912,Nangloi Jat,Term Insurance,8655,63,5.1,Medium,719,90554.31277709914,Health Blogs,ULIP,Retiree,Wealth Creation,Low,27,34748
4135932268,48,1605248,Tenali,Term Insurance,10794,77,7.6,High,320,412050.7774855766,Fitness Tips,Pension Plan,Middle-Aged,Wealth Creation,Medium,4,37817
4322612255,48,753641,Chinsurah,Term Insurance,7346,67,8.0,High,758,183049.330400321,Fitness Tips,ULIP,Middle-Aged,Wealth Creation,Medium,3,6023
9126648253,54,766813,Meerut,Term Insurance,7666,92,8.2,Medium,650,158440.10330142186,Health Blogs,Pension Plan,Retiree,Wealth Creation,Medium,14,34520
914864966915,68,1188984,Bettiah,Term Insurance,14964,70,6.5,Medium,351,189890.043145095,Retirement Planning,Term Insurance,Retiree,Wealth Creation,Medium,22,44304
1460441722,60,360563,Suryapet,Term Insurance,10903,91,5.2,Low,668,51718.75122233352,Fitness Tips,Term Insurance,Retiree,Wealth Creation,Low,3,6987
1325629436,66,1273274,Kharagpur,Term Insurance,7691,78,7.6,High,582,147015.49808628237,Fitness Tips,Term Insurance,Retiree,Wealth Creation,Medium,29,35077
8484031716,67,710359,Amroha,Term Insurance,12166,88,4.9,High,443,177701.00174433377,Health Blogs,ULIP,Retiree,Wealth Creation,Medium,22,42680
912407246346,25,821906,Jehanabad,ULIP,2516,67,6.8,Medium,811,140895.39465271207,Health Blogs,Pension Plan,Young Professional,Wealth Creation,Medium,28,29205
914771418407,31,891215,Jamnagar,Term Insurance,12643,69,7.9,High,854,243451.54143222448,Fitness Tips,None,Middle-Aged,Wealth Creation,High,0,0
917955558781,19,865417,Darbhanga,ULIP,5798,73,7.6,High,825,103252.37334434107,Health Blogs,Term Insurance,Young Professional,Wealth Creation,Medium,22,15786
25218828,58,1313266,Barasat,Term Insurance,4397,65,9.2,High,716,370439.0418335152,Retirement Planning,Pension Plan,Retiree,Wealth Creation,Medium,22,40866
9153734820,43,1759073,Panchkula,Term Insurance,7107,76,9.8,Low,307,432040.9557451822,Retirement Planning,Term Insurance,Middle-Aged,Wealth Creation,Medium,11,41657
914128536817,30,1960860,Agartala,Term Insurance,13226,86,5.0,Medium,760,577659.4703004069,Health Blogs,None,Middle-Aged,Wealth Creation,High,0,0
8191986715,31,1372862,Tirunelveli,Term Insurance,13897,93,5.3,Medium,766,233757.6579593625,Retirement Planning,Term Insurance,Middle-Aged,Wealth Creation,High,16,49557
7803647572,20,1148719,Phusro,ULIP,14341,69,8.2,Medium,722,191617.03501149808,Fitness Tips,Pension Plan,Young Professional,Wealth Creation,Medium,4,42031
685585677,57,792657,Alwar,Term Insurance,10392,82,7.7,Medium,323,83254.51779740308,Health Blogs,Term Insurance,Retiree,Wealth Creation,Low,29,11629
2451159834,61,845299,Raichur,Term Insurance,2920,77,6.4,Medium,616,121481.00985103416,Fitness Tips,None,Retiree,Wealth Creation,Medium,0,0
8410997055,52,863932,Alwar,Term Insurance,12819,75,5.8,Medium,636,106790.29549258016,Fitness Tips,Pension Plan,Retiree,Wealth Creation,Medium,22,30151
1411006817,30,515353,Thoothukudi,Term Insurance,10254,82,8.3,Low,836,132517.69502686046,Retirement Planning,None,Middle-Aged,Wealth Creation,Medium,0,0
917582329044,37,1924248,Thane,Term Insurance,14653,59,6.1,High,346,563172.6944917504,Fitness Tips,None,Middle-Aged,Wealth Creation,Medium,0,0
4706780969,42,1279774,Nangloi Jat,Term Insurance,13501,86,7.1,High,833,330340.9539896445,Health Blogs,None,Middle-Aged,Wealth Creation,High,0,0
461639315,22,1852517,Rajpur Sonarpur,ULIP,7558,72,8.1,Low,871,532700.3691231431,Retirement Planning,None,Young Professional,Wealth Creation,High,0,0
916206412611,56,1259183,Bettiah,Term Insurance,11153,80,7.3,High,608,222199.5107091903,Fitness Tips,Pension Plan,Retiree,Wealth Creation,Medium,15,40618
916129254381,23,1418303,Amroha,ULIP,13106,63,7.3,High,429,153349.69064125558,Fitness Tips,None,Young Professional,Wealth Creation,Medium,0,0
903581312,61,1401723,Nizamabad,Term Insurance,8867,84,8.4,Medium,578,345037.9329735286,Health Blogs,None,Retiree,Wealth Creation,Medium,0,0
918624430984,66,1850645,Hapur,Term Insurance,13463,102,9.6,Low,712,295579.95076831523,Fitness Tips,Term Insurance,Retiree,Wealth Creation,Medium,15,9332
915410352077,32,435720,Surendranagar Dudhrej,Term Insurance,7037,84,6.8,High,833,50409.85781037252,Retirement Planning,Pension Plan,Middle-Aged,Wealth Creation,Low,13,13982
1264901487,52,989241,Panihati,Term Insurance,10466,62,8.8,High,598,187119.47698683236,Retirement Planning,None,Retiree,Wealth Creation,Medium,0,0
912458219132,61,552483,Motihari,Term Insurance,14784,78,6.8,High,339,89489.25493417594,Retirement Planning,None,Retiree,Wealth Creation,Low,0,0
367570376,20,1859269,Raipur,ULIP,12433,96,6.9,Medium,365,267811.6021130955,Retirement Planning,Term Insurance,Young Professional,Wealth Creation,Medium,16,15372
913152361403,23,1223756,Madurai,ULIP,8348,89,6.7,Low,620,275201.02906379657,Retirement Planning,None,Young Professional,Wealth Creation,Medium,0,0
913677727259,54,1925307,Hajipur,Term Insurance,8287,90,7.2,Medium,408,320693.29336762533,Retirement Planning,Term Insurance,Retiree,Wealth Creation,Medium,1,23946
912986014184,29,1007262,Gulbarga,ULIP,3964,74,4.0,Medium,538,207309.9302425191,Fitness Tips,None,Young Professional,Wealth Creation,Medium,0,0
1881547730,59,576211,Pali,Term Insurance,6091,92,6.8,Low,752,104204.84589880372,Health Blogs,ULIP,Retiree,Wealth Creation,Medium,28,41067
464749238,33,1935840,Uluberia,Term Insurance,5175,78,6.4,Medium,517,359156.7572974703,Retirement Planning,None,Middle-Aged,Wealth Creation,Medium,0,0
912278146271,52,1573690,Sagar,Term Insurance,7466,61,8.2,Medium,302,422323.8588745167,Retirement Planning,ULIP,Retiree,Wealth Creation,Medium,24,11391
8152209436,66,762081,Bharatpur,Term Insurance,2788,76,9.5,Medium,821,150336.49099264972,Health Blogs,None,Retiree,Wealth Creation,Medium,0,0
4970828749,45,1325410,Guntur,Term Insurance,2711,63,6.7,High,768,170636.86610948676,Retirement Planning,None,Middle-Aged,Wealth Creation,Medium,0,0
624421077,23,1300292,Bhind,ULIP,3397,68,7.2,High,494,333569.6064173919,Retirement Planning,Pension Plan,Young Professional,Wealth Creation,Medium,29,8941
9004954839,59,744997,Srikakulam,Term Insurance,6231,77,8.1,Medium,482,133472.0591237166,Health Blogs,Pension Plan,Retiree,Wealth Creation,Medium,27,14243
5738731658,37,502284,Faridabad,Term Insurance,3000,73,7.3,Medium,846,60464.658002650496,Fitness Tips,Term Insurance,Middle-Aged,Wealth Creation,Low,21,48227
913143692377,52,349221,Dhanbad,Term Insurance,12197,90,7.2,Medium,549,95491.754507402,Health Blogs,None,Retiree,Wealth Creation,Low,0,0
917323867137,39,489489,Navi Mumbai,Term Insurance,6007,64,6.0,High,582,96190.87497863956,Health Blogs,None,Middle-Aged,Wealth Creation,Low,0,0
5658906742,22,1917448,Kulti,ULIP,6079,80,5.7,Medium,334,546918.2299289047,Health Blogs,Term Insurance,Young Professional,Wealth Creation,Medium,19,7248
7710766737,28,1256852,Varanasi,ULIP,4061,85,7.4,Medium,746,174757.72480016496,Fitness Tips,Pension Plan,Young Professional,Wealth Creation,Medium,3,29231
7788070184,58,1179460,Tenali,Term Insurance,11504,77,9.0,Low,774,121824.83257930569,Retirement Planning,Term Insurance,Retiree,Wealth Creation,Medium,15,11764
6569696029,34,1233018,Giridih,Term Insurance,3563,80,5.1,Low,897,349162.2743958957,Fitness Tips,None,Middle-Aged,Wealth Creation,High,0,0
4356166561,54,1586081,Sagar,Term Insurance,5359,90,4.4,Low,490,323820.195664054,Health Blogs,None,Retiree,Wealth Creation,Medium,0,0
143064837,47,1019937,Gangtok,Term Insurance,12046,103,8.0,Low,612,275161.80530321965,Health Blogs,None,Middle-Aged,Wealth Creation,Medium,0,0
915012637645,40,1655124,Salem,Term Insurance,4579,63,9.7,High,823,348723.28696909046,Fitness Tips,None,Middle-Aged,Wealth Creation,High,0,0
914341896564,20,1557187,Jaipur,ULIP,11073,99,8.2,Medium,545,333891.55675351195,Fitness Tips,Pension Plan,Young Professional,Wealth Creation,Medium,25,7948
919120990276,52,1962653,Kadapa,Term Insurance,9439,54,5.0,High,543,532427.7108633459,Retirement Planning,None,Retiree,Wealth Creation,Medium,0,0
9126393759,24,1496663,Loni,ULIP,6167,54,8.5,High,811,192907.2670454523,Health Blogs,Pension Plan,Young Professional,Wealth Creation,Medium,26,7729
1532770204,50,1654446,Bally,Term Insurance,2313,85,7.3,Medium,841,218821.02874864897,Fitness Tips,None,Retiree,Wealth Creation,High,0,0
915433694772,19,1617725,Dibrugarh,ULIP,5179,65,4.5,Medium,754,218995.9015960736,Health Blogs,ULIP,Young Professional,Wealth Creation,High,6,5168
2538866901,51,1080460,Pimpri-Chinchwad,Term Insurance,13591,66,7.9,High,684,295201.39019648946,Health Blogs,Pension Plan,Retiree,Wealth Creation,Medium,18,44562
7774881582,41,502694,Loni,Term Insurance,13167,63,5.2,Medium,815,78661.7792901946,Fitness Tips,Pension Plan,Middle-Aged,Wealth Creation,Low,10,39265
8603117582,33,1365665,Bhavnagar,Term Insurance,6135,75,7.7,Medium,753,378218.12667378935,Health Blogs,Pension Plan,Middle-Aged,Wealth Creation,High,2,30114
9154422752,18,1542696,Mumbai,ULIP,5029,91,4.9,Low,808,421457.6505114334,Retirement Planning,Pension Plan,Young Professional,Wealth Creation,High,28,30065
916120045106,61,566813,Dehradun,Term Insurance,7499,87,7.2,High,752,135440.3469734116,Retirement Planning,Term Insurance,Retiree,Wealth Creation,Medium,2,42610
9390815454,49,822485,Silchar,Term Insurance,8715,63,5.9,Medium,322,201271.41202345223,Retirement Planning,None,Middle-Aged,Wealth Creation,Medium,0,0
8886997263,21,1837600,Dhanbad,ULIP,11026,72,8.3,High,898,531873.2201970597,Health Blogs,ULIP,Young Professional,Wealth Creation,High,22,20797
916125071677,51,563001,Durgapur,Term Insurance,8159,76,6.6,High,639,163759.29471752042,Health Blogs,Term Insurance,Retiree,Wealth Creation,Medium,21,32043
7502274716,63,1789619,New Delhi,Term Insurance,13268,60,5.5,Medium,816,364222.326966581,Fitness Tips,None,Retiree,Wealth Creation,High,0,0
663390947,66,823291,Guna,Term Insurance,7138,71,8.2,Medium,773,241703.24964000809,Fitness Tips,Term Insurance,Retiree,Wealth Creation,High,13,25276
4859358707,53,1466226,Mau,Term Insurance,2162,109,9.6,Low,690,181481.30985550385,Health Blogs,None,Retiree,Wealth Creation,Medium,0,0
1938713701,58,1463239,Pimpri-Chinchwad,Term Insurance,8472,84,9.1,High,600,396851.17943675193,Health Blogs,Term Insurance,Retiree,Wealth Creation,Medium,16,35951
6671401526,52,336796,Vellore,Term Insurance,5315,86,6.6,Medium,796,44546.40500799735,Fitness Tips,Term Insurance,Retiree,Wealth Creation,Low,9,32375
914861515120,61,663487,Amaravati,Term Insurance,9756,86,5.7,High,671,179611.0570928781,Health Blogs,Term Insurance,Retiree,Wealth Creation,Medium,10,23320
4803212500,21,1070149,Jalna,ULIP,9453,61,5.8,High,525,118783.17187086365,Fitness Tips,Term Insurance,Young Professional,Wealth Creation,Medium,6,22255
381122278,36,332060,Bhimavaram,Term Insurance,3632,64,6.9,High,497,50269.98463170116,Retirement Planning,Pension Plan,Middle-Aged,Wealth Creation,Low,8,36560
7212570621,43,1830582,Salem,Term Insurance,10488,70,8.4,Low,456,537412.1400882032,Retirement Planning,Pension Plan,Middle-Aged,Wealth Creation,Medium,8,46855
3276229250,69,835229,Rewa,Term Insurance,14117,75,6.9,High,496,113203.22255204586,Fitness Tips,None,Retiree,Wealth Creation,Medium,0,0
919692661363,52,925247,Dharmavaram,Term Insurance,11607,85,5.0,Low,732,244549.5225802324,Fitness Tips,Term Insurance,Retiree,Wealth Creation,Medium,21,43922
912699702548,32,447248,Pudukkottai,Term Insurance,5211,70,6.2,High,428,62211.264337381326,Retirement Planning,ULIP,Middle-Aged,Wealth Creation,Low,16,40846
5661898428,31,1586911,Khora ,Term Insurance,12445,71,8.4,High,848,454718.16849332326,Fitness Tips,Term Insurance,Middle-Aged,Wealth Creation,High,12,7725
1156235978,47,1941274,Khandwa,Term Insurance,8270,87,10.0,Low,840,440406.0858630764,Fitness Tips,Pension Plan,Middle-Aged,Wealth Creation,High,9,44857
1116888314,59,1274699,Satna,Term Insurance,14507,104,6.1,Low,389,184999.4858901021,Fitness Tips,ULIP,Retiree,Wealth Creation,Medium,27,36348
911745815218,59,1013598,Motihari,Term Insurance,10702,71,10.6,Low,854,193174.98888214907,Fitness Tips,None,Retiree,Wealth Creation,Medium,0,0
7438342120,58,1386300,Bikaner,Term Insurance,5569,73,7.8,Medium,481,341296.70118896256,Health Blogs,Term Insurance,Retiree,Wealth Creation,Medium,9,49469
915793148057,27,478970,Bangalore,ULIP,11040,76,5.1,High,713,93959.0730707823,Fitness Tips,ULIP,Young Professional,Wealth Creation,Low,1,48368
1067496779,40,1059830,Hyderabad,Term Insurance,2867,67,7.3,High,580,138157.86518772235,Health Blogs,None,Middle-Aged,Wealth Creation,Medium,0,0
915665467288,36,1468695,Jorhat,Term Insurance,4680,74,6.7,Medium,850,378224.5177053457,Fitness Tips,None,Middle-Aged,Wealth Creation,High,0,0
1064394157,48,1533179,Dewas,Term Insurance,5996,70,5.4,Low,546,211352.6956622542,Retirement Planning,ULIP,Middle-Aged,Wealth Creation,Medium,23,29623
919309535733,57,520453,Panihati,Term Insurance,4892,66,8.3,High,742,78165.92459852077,Fitness Tips,ULIP,Retiree,Wealth Creation,Low,1,13814
7632763353,27,421363,Bihar Sharif,ULIP,9760,68,5.9,Medium,654,124281.0916712802,Health Blogs,None,Young Professional,Wealth Creation,Medium,0,0
910067109990,53,742127,Surendranagar Dudhrej,Term Insurance,11470,77,8.4,Medium,671,198360.1245706493,Retirement Planning,Term Insurance,Retiree,Wealth Creation,Medium,16,38570
913062843817,19,1295405,Maheshtala,ULIP,11639,82,5.3,Medium,462,237966.1525151747,Health Blogs,Term Insurance,Young Professional,Wealth Creation,Medium,11,32944
4367230775,30,754594,Kota,Term Insurance,11865,85,7.4,High,619,154676.4030160129,Retirement Planning,Term Insurance,Middle-Aged,Wealth Creation,Medium,8,17021
917053215105,67,323718,Karimnagar,Term Insurance,2992,103,7.5,Low,865,92526.49063804575,Fitness Tips,ULIP,Retiree,Wealth Creation,Low,26,14391
911883552539,30,1419796,Hapur,Term Insurance,13936,101,5.9,Low,727,375086.6251806042,Health Blogs,ULIP,Middle-Aged,Wealth Creation,Medium,27,32730
912426429210,57,853998,Jaunpur,Term Insurance,9609,68,8.0,High,607,194673.2481879345,Fitness Tips,Term Insurance,Retiree,Wealth Creation,Medium,28,44708
5672608860,38,1720039,Asansol,Term Insurance,5591,75,7.9,Low,405,423839.94305415166,Fitness Tips,None,Middle-Aged,Wealth Creation,Medium,0,0
911085418586,31,1674668,Bilaspur,Term Insurance,14131,76,6.4,Low,602,309123.8537794502,Health Blogs,Term Insurance,Middle-Aged,Wealth Creation,Medium,6,31819
2295239054,24,1752654,Darbhanga,ULIP,7554,75,4.1,Medium,680,189138.0448549481,Retirement Planning,Pension Plan,Young Professional,Wealth Creation,Medium,23,10246
2764051120,61,1514668,Kakinada,Term Insurance,14903,71,7.8,High,497,446436.30123765086,Health Blogs,Term Insurance,Retiree,Wealth Creation,Medium,22,6273
4838120280,32,562865,Vasai-Virar,Term Insurance,9710,90,6.5,Low,880,102931.1029219533,Fitness Tips,Pension Plan,Middle-Aged,Wealth Creation,Medium,17,25642
911560547992,48,347532,Katni,Term Insurance,3477,83,5.6,Low,831,43734.3342957986,Health Blogs,None,Middle-Aged,Wealth Creation,Low,0,0
